# 1    2   3     4     5     6      7     8     9        10        11
# mu, Saf, +-, <sign>, +-, Density, +-, Energy, +-, Double Occup., +-
0.0 2.20940804091 0.0163414544728 1.0 0.0 1.0 0.0 -0.458628800455 0.000191604902862 0.0553847715657 4.21989937819e-05
-0.25 2.18163386296 0.020840726635 1.0 0.0 0.993201212222 5.58528691637e-06 -0.23912607 0.000298850877678 0.0524310001235 2.53337282468e-05
-0.5 2.1654594 0.0150028255205 0.9996 0.0001192569588 0.985787754 1.90046789677e-05 -0.0220699182 0.000285183053299 0.0500649384444 2.72751257503e-05
-0.75 2.09301088667 0.020465932303 0.99892 0.000238886304896 0.977149984 1.71040007795e-05 0.188623998 0.000221466218336 0.0480196137778 2.9379046212e-05
-1.0 2.01561617 0.0128683121533 0.99768 0.000399110121256 0.966932064 3.62612306343e-05 0.390437339 0.000312415288132 0.0461281015556 2.74135485288e-05
-1.5 1.82782326667 0.0140061095406 0.99512 0.00033092463056 0.939834552 6.74063535878e-05 0.756364127 0.000482908833731 0.0422562975556 2.55266725309e-05
-2.0 1.58933425 0.00827919322455 0.993 0.000828078671211 0.90305339875 4.03461865979e-05 1.0597348625 0.000141134568431 0.0381244554167 2.39796595017e-05
-3.0 1.17072052778 0.00548513778727 0.994066666667 0.000520683311727 0.803938485 8.15148700034e-05 1.46343795 0.000450005212377 0.0290250455556 2.04558739368e-05
-4.0 0.849371144444 0.00241201750974 0.998066666667 0.000443220537029 0.681036793333 7.88852395854e-05 1.62530551667 0.000429496367402 0.0201080992593 1.07115496709e-05
-5.0 0.61484052 0.00108156000676 0.999066666667 0.000245854518861 0.544297268333 9.51750027201e-05 1.57755663333 0.000858964916888 0.0125893353704 9.21662997076e-06
