-6.7 0.0211 0 0.967 0 0 0
-6.6 0.0235 0 0.966 0 0 0
-6.5 0.0259 0 0.971 0 0 0
-6.4 0.0285 0 0.974 0 0 0
-6.3 0.0312 0 0.98 0 0 0
-6.2 0.0342 0 0.98 0 0 0
-6.1 0.0374 0 0.979 0 0 0
-6 0.0408 0 0.979 0 0 0
-5.9 0.0444 0 0.978 0 0 0
-5.8 0.0482 0 0.98 0 0 0
-5.7 0.0522 0 0.979 0 0 0
-5.6 0.0564 0 0.98 0 0 0
-5.5 0.0608 0 0.981 0 0 0
-5.4 0.0654 0 0.981 0 0 0
-5.3 0.0703 0 0.981 0 0 0
-5.2 0.0753 0 0.981 0 0 0
-5.1 0.0806 0 0.981 0 0 0
-5 0.0861 0 0.982 0 0 0
-4.9 0.0919 0 0.982 0 0 0
-4.8 0.0978 0 0.983 0 0 0
-4.7 0.104 0 0.983 0 0 0
-4.6 0.11 0 0.984 0 0 0
-4.5 0.117 0 0.985 0 0 0
-4.4 0.124 0 0.987 0 0 0
-4.3 0.131 0 0.987 0 0 0
-4.2 0.138 0 0.988 0 0 0
-4.1 0.146 0 0.989 0 0 0
-4 0.154 0 0.99 0 0 0
-3.9 0.162 0 0.991 0 0 0
-3.8 0.171 0 0.991 0 0 0
-3.7 0.179 0 0.992 0 0 0
-3.6 0.188 0 0.993 0 0 0
-3.5 0.197 0 0.995 0 0 0
-3.4 0.206 0 0.996 0 0 0
-3.3 0.216 0 0.997 0 0 0
-3.2 0.225 0 0.998 0 0 0
-3.1 0.235 0 1 0 0 0
-3 0.245 0 1 0 0 0
-2.9 0.256 0 1 0 0 0
-2.8 0.266 0 1.01 0 0 0
-2.7 0.277 0 1.01 0 0 0
-2.6 0.288 0 1.01 0 0 0
-2.5 0.298 0 1.01 0 0 0
-2.4 0.31 0 1.02 0 0 0
-2.3 0.321 0 1.02 0 0 0
-2.2 0.332 0 1.02 0 0 0
-2.1 0.344 0 1.03 0 0 0
-2 0.356 0 1.03 0 0 0
-1.9 0.368 0 1.03 0 0 0
-1.8 0.38 0 1.04 0 0 0
-1.7 0.392 0 1.04 0 0 0
-1.6 0.404 0 1.05 0 0 0
-1.5 0.416 0 1.05 0 0 0
-1.4 0.429 0 1.06 0 0 0
-1.3 0.441 0 1.06 0 0 0
-1.2 0.454 0 1.07 0 0 0
-1.1 0.466 0 1.07 0 0 0
-1 0.479 0 1.08 0 0 0
-0.9 0.491 0 1.08 0 0 0
-0.8 0.504 0 1.09 0 0 0
-0.7 0.517 0 1.09 0 0 0
-0.6 0.529 0 1.1 0 0 0
-0.5 0.542 0 1.11 0 0 0
-0.4 0.555 0 1.11 0 0 0
-0.3 0.567 0 1.12 0 0 0
