-10.4 0.0203 0 1 0 0 0
-10 0.0249 0 1 0 0 0
-9.6 0.0304 0 1 0 0 0
-9.2 0.0369 0 1 0 0 0
-8.8 0.0447 0 1 0 0 0
-8.4 0.0538 0 1 0 0 0
-8 0.0645 0 1 0 0 0
-7.6 0.077 0 1 0 0 0
-7.2 0.0912 0 1 0 0 0
-6.8 0.107 0 1 0 0 0
-6.4 0.126 0 1 0 0 0
-6 0.146 0 1 0 0 0
-5.6 0.169 0 1 0 0 0
-5.2 0.194 0 1 0 0 0
-4.8 0.221 0 1 0 0 0
-4.4 0.25 0 1 0 0 0
-4 0.281 0 1 0 0 0
-3.6 0.314 0 1 0 0 0
-3.2 0.349 0 1 0 0 0
-2.8 0.385 0 1 0 0 0
-2.4 0.422 0 1 0 0 0
-2 0.459 0 1 0 0 0
-1.6 0.497 0 1 0 0 0
-1.2 0.535 0 1 0 0 0
-0.8 0.573 0 1 0 0 0
-0.4 0.61 0 1 0 0 0
1.24e-14 0.647 0 1 0 0 0
0.4 0.682 0 1 0 0 0
0.8 0.715 0 1 0 0 0
1.2 0.747 0 1 0 0 0
1.6 0.777 0 1.1 0 0 0
2 0.804 0 1.11 0 0 0
2.4 0.83 0 1.11 0 0 0
2.8 0.853 0 1.11 0 0 0
3.2 0.874 0 1.12 0 0 0
3.6 0.893 0 1.12 0 0 0
4 0.91 0 1.12 0 0 0
4.4 0.925 0 1.13 0 0 0
4.8 0.938 0 1.13 0 0 0
5.2 0.949 0 1.13 0 0 0
5.6 0.959 0 1.13 0 0 0
6 0.968 0 1.13 0 0 0
6.4 0.976 0 1.12 0 0 0
6.8 0.982 0 1.12 0 0 0
7.2 0.989 0 1.12 0 0 0
7.6 0.994 0 1.12 0 0 0
8 1 0 1.11 0 0 0
8.4 1.01 0 1.1 0 0 0
8.8 1.01 0 1.09 0 0 0
9.2 1.02 0 1.08 0 0 0
9.6 1.02 0 1.07 0 0 0
10 1.03 0 1.06 0 0 0
10.4 1.04 0 1.04 0 0 0
10.8 1.05 0 1.02 0 0 0
11.2 1.06 0 0.995 0 0 0
11.6 1.08 0 0.968 0 0 0
12 1.09 0 0.938 0 0 0
12.4 1.11 0 0.904 0 0 0
12.8 1.13 0 0.868 0 0 0
