-13 8.09e-07 0 1
-12.5 1.72e-06 0 1
-12 3.6e-06 0 1
-11.5 7.66e-06 0 1
-11 1.64e-05 0 1
-10.5 3.45e-05 0 1
-10 7.29e-05 0 1
-9.5 0.000154 0 1
-9 0.000324 0 1
-8.5 0.000682 0 1
-8 0.00142 0 1
-7.5 0.00292 0 1
-7 0.00598 0 1
-6.5 0.0115 0 1
-6 0.0211 0 1
-5.5 0.0361 0 1
-5 0.0579 0 1
-4.8 0.0683 0 1
-4.6 0.08 0 1
-4.4 0.0929 0 1
-4.2 0.107 0 1.01
-4 0.122 0 1.01
-3.8 0.138 0 1.02
-3.6 0.155 0 1.02
-3.4 0.173 0 1.02
-3.2 0.191 0 1.02
-3 0.211 0 1.03
-2.8 0.232 0 1.03
-2.6 0.254 0 1.03
-2.4 0.276 0 1.04
-2.2 0.301 0 1.04
-2 0.325 0 1.05
-1.8 0.35 0 1.05
-1.6 0.376 0 1.06
-1.4 0.402 0 1.06
-1.2 0.428 0 1.07
-1 0.455 0 1.07
-0.8 0.482 0 1.08
-0.6 0.51 0 1.09
-0.4 0.537 0 1.1
-0.2 0.563 0 1.12
0 0.59 0 1.13
0.2 0.617 0 1.14
0.4 0.643 0 1.16
0.6 0.669 0 1.17
0.8 0.693 0 1.19
1 0.718 0 1.25
1.2 0.742 0 1.25
1.4 0.765 0 1.3
1.6 0.788 0 1.3
1.8 0.81 0 1.4
2 0.83 0 1.39
2.2 0.851 0 1.4
2.4 0.869 0 1.48
2.6 0.887 0 1.58
2.8 0.903 0 1.61
3 0.918 0 1.62
3.2 0.932 0 1.68
3.4 0.944 0 1.72
3.6 0.955 0 1.72
3.8 0.964 0 1.77
4 0.971 0 1.81
4.2 0.978 0 1.9
4.4 0.983 0 1.91
4.6 0.987 0 1.89
4.8 0.99 0 1.93
5 0.993 0 1.9
5.2 0.994 0 1.9
5.4 0.996 0 1.9
5.6 0.997 0 1.92
5.8 0.998 0 1.92
6 0.998 0 1.95
6.2 0.999 0 2.02
6.4 0.999 0 1.9
6.6 0.999 0 2
6.8 1 0 2.42
7 1 0 2
7.2 1 0 2.42
7.4 1 0 2
7.6 1 0 1.9
7.8 1 0 2.02
8 1 0 1.94
8.2 1 0 1.91
8.4 1 0 1.91
8.6 1 0 1.89
8.8 1.01 0 1.88
9 1.01 0 1.87
9.2 1.01 0 1.89
9.4 1.01 0 1.84
9.6 1.02 0 1.84
9.8 1.02 0 1.82
10 1.03 0 1.71
10.2 1.04 0 1.65
10.4 1.05 0 1.58
10.6 1.06 0 1.54
10.8 1.07 0 1.46
11 1.08 0 1.38
11.2 1.1 0 1.32
11.4 1.11 0 1.26
11.6 1.13 0 1.14
11.8 1.15 0 1.04
12 1.17 0 0.984
12.2 1.19 0 0.951
12.4 1.21 0 0.847
12.6 1.23 0 0.803
12.8 1.26 0 0.736
13 1.28 0 0.7
13.2 1.31 0 0.633
13.4 1.33 0 0.587
13.6 1.36 0 0.548
13.8 1.38 0 0.509
14 1.41 0 0.473
14.2 1.44 0 0.439
14.4 1.46 0 0.403
14.6 1.49 0 0.374
14.8 1.52 0 0.344
15 1.54 0 0.317
15.2 1.57 0 0.29
15.4 1.6 0 0.267
15.6 1.62 0 0.244
15.8 1.65 0 0.222
16 1.68 0 0.203
16.2 1.7 0 0.184
16.4 1.72 0 0.166
16.6 1.75 0 0.15
16.8 1.77 0 0.135
17 1.79 0 0.121
17.2 1.81 0 0.108
17.4 1.83 0 0.0965
17.6 1.85 0 0.0853
17.8 1.86 0 0.0751
18 1.88 0 0.0656
18.2 1.89 0 0.0571
18.4 1.91 0 0.0492
18.6 1.92 0 0.042
18.8 1.93 0 0.0356
19 1.94 0 0.03
19.5 1.96 0 0.0184
20 1.98 0 0.0107
20.5 1.99 0 0.0058
21 1.99 0 0.003
21.5 2 0 0.00146
22 2 0 0.000709
22.5 2 0 0.000341
23 2 0 0.000162
23.5 2 0 7.71e-05
24 2 0 3.64e-05
24.5 2 0 1.72e-05
25 2 0 8.19e-06
25.5 2 0 3.83e-06
26 2 0 1.8e-06
26.5 2 0 8.6e-07
27 2 0 4.05e-07
